p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
0	1.91311827014007	0.954	0.358	0	0	Serpinf1
0	1.86817974944015	0.981	0.567	0	0	Dcn
0	1.70210489944037	0.767	0.109	0	0	Mfap4
0	1.59269392518359	0.992	0.556	0	0	Gsn
0	1.54032998831044	0.941	0.316	0	0	Pcolce
0	1.53547409187969	0.669	0.077	0	0	Inmt
0	1.40438674772798	0.998	0.898	0	0	Cst3
0	1.36332716965627	0.995	0.429	0	0	Igfbp7
0	1.35829989430248	0.879	0.185	0	0	Fbln1
0	1.32250013062419	0.984	0.525	0	0	Mgp
0	1.31475431707357	0.749	0.101	0	0	Smoc2
0	1.30246084198003	0.971	0.413	0	0	Serping1
0	1.29585580819314	0.883	0.172	0	0	Cygb
0	1.28313655664404	0.847	0.175	0	0	Lum
0	1.15126947896009	0.991	0.456	0	0	Bgn
0	1.12846995167327	0.941	0.338	0	0	Aebp1
0	1.05823562626768	0.883	0.28	0	0	Rcn3
0	1.01393484603718	0.86	0.203	0	0	Il11ra1
0	0.996694444101139	0.985	0.385	0	0	Col1a2
0	0.995122775468355	0.912	0.303	0	0	Cfh
0	0.875649291656097	0.973	0.416	0	0	Serpinh1
0	0.813056786025903	0.946	0.308	0	0	Col1a1
0	0.646708701065992	0.889	0.28	0	0	Rbp1
0	0.600127175216032	0.891	0.266	0	0	Rarres2
2.96439387504748e-323	0.745284977119391	0.902	0.3	4.69382126175018e-319	0	Col3a1
1.72922976044436e-322	0.943691538401406	0.862	0.296	2.7380624026876e-318	0	Cd302
1.40099922489231e-317	0.806747899966143	0.977	0.48	2.21834217269449e-313	0	Cd81
1.9214778580525e-310	0.557763021544906	0.991	0.525	3.04246804044032e-306	0	Sparc
4.28643579352059e-305	0.674610004165195	0.976	0.527	6.7871424354605e-301	0	Ctsl
3.16527284551415e-300	0.73695461321158	0.95	0.425	5.01189302358711e-296	0	Selenom
